,kialoUrlId,tags
748,should-you-break-up-with-your-partner-if-they-are-magically-turned-into-a-worm-64765,"['Love', 'Magic', 'Random', 'Worm']"
749,best-pixar-movie-57546,"['Movies', 'Culture', 'Pixar', 'Animation', 'Disney']"
750,is-hamlet-mad-13604,"['Literature', 'History', 'Philosophy']"
751,who-should-the-republican-party-nominate-for-president-in-2024-50378,['Politics']
752,should-we-build-a-nuclear-power-plant-49478,['Environment']
753,edible-landscapes-should-lawns-be-replaced-11175,"['Ethics', 'Science', 'Economics', 'Society', 'Food', 'Environment']"
754,can-self-censorship-be-a-good-thing-28018,"['Censorship', 'FreeSpeech', 'Self-censorship']"
755,should-art-made-by-abusers-be-removed-from-cultural-institutions-9146,"['Ethics', 'Society', 'Art', 'Culture']"
756,is-christmas-best-celebrated-at-home-or-at-a-tourist-destination-64766,"['Christmas', 'Travel', 'Tourism', 'Holidays', 'Home']"
757,is-the-uk-nhs-national-health-service-sustainable-7396,"['Government', 'UK', 'Health']"
758,selbstverständnis-der-vernetzungs-ag-64831,"['Vernetzung', 'Demokratie', 'Klima', 'Sozial', 'Bewegung']"
759,modern-technology-is-a-disadvantage-to-society-31689,"['Science', 'Technology', 'Intelligence']"
760,should-shark-culling-be-banned-27246,"['AnimalRights', 'Animals', 'Ethics', 'Sharks']"
761,everyone-should-health-track---self-quantify-49787,"['Health', 'Technology']"
762,should-science-get-more-governmental-funding-7768,"['Politics', 'Ethics', 'Science', 'Moral', 'Philosophy', 'USA']"
763,what-is-the-best-movie-by-dreamworks-animation-58416,"['Movies', 'Dreamworks', 'Shrek', 'Kung', 'Panda']"
764,is-chivalry-sexist-16419,"['Society', 'Gender', 'Women', 'Culture', 'Feminism']"
765,did-the-british-empire-do-more-harm-than-good-to-the-people-it-ruled-over-38709,"['History', 'Imperialism', 'Britain']"
766,is-it-responsible-to-have-conservative-values-in-politics-35225,"['Politics', 'Conservative', 'Democracy']"
767,should-australians-establish-an-aboriginal-and-torres-strait-islander-voice-63303,"['Indigenous', 'Austrailia', 'Voice', 'Equality', 'Race', 'Politics']"
768,was-einstein-sexist-1232,"['Science', 'Sex', 'Einstein', 'History']"
769,should-we-require-major-polluter-nations-to-open-up-their-borders-to-climate-refugees-64463,"['Climate', 'Climate-Change', 'Refugees', 'Pollution']"
770,should-we-create-a-sports-category-that-allows-drug-usage-30664,"['Sports', 'Drugs', 'Competition']"
771,do-ontological-arguments-prove-god-51519,"['God', 'Religion', 'Bible', 'Theism', 'Christianity', 'Islam']"
772,the-second-amendment-to-the-us-constitution-should-be-repealed-11720,"['USA', 'Law', 'Society', 'Politics', 'Gun', 'Constitution']"
773,does-overturning-roe-v-wade-undermine-american-legal-and-civil-freedoms-58353,"['Abortion', 'SCOTUS', 'Feminism', 'Privacy', 'Constitution', 'USA']"
774,is-capitalism-bad-19392,"['Capitalism', 'Socialism', 'Morality', 'Ethics', 'Philosophy', 'Economics']"
775,has-xi-jinping-been-good-for-china-32636,"['Politics', 'USA', 'China', 'Military', 'International']"
776,are-video-games-currently-more-enjoyable-than-board-games-32314,"['Games', 'Entertainment', 'VideoGames']"
777,should-hunger-be-the-first-problem-to-solve-before-all-others-14345,"['Poverty', 'Society', 'Equality', 'Politics']"
778,are-gender-and-sex-the-same-thing-30703,"['Sex', 'Sexuality', 'Gender', 'PoliticalCorrectness']"
779,is-it-racist-to-only-support-business-based-on-owners-race-44612,"['Race', 'Racism', 'Equality']"
780,should-the-police-be-defunded-38284,"['Defund', 'Police', 'Protest', 'Chaz']"
781,online-learning-is-the-future-of-education-41592,"['Online', 'Learning']"
782,rent-control-policies-hurts-housing-affordability-and-should-be-repealed-38534,"['Economics', 'Housing', 'Rentals', 'Apartments']"
783,is-the-original-political-compass-a-useful-tool-31316,"['Politics', 'Test', 'Capitalism', 'Socialism', 'Anarchy', 'Ideology']"
784,is-banning-books-inherently-wrong-26865,"['Literature', 'FreeSpeech']"
785,wer-entscheidet-in-einer-freien-und-solidarischen-gesellschaft-was-produziert-und-wie-das-produzierte-verteilt-wird-31672,"['Gesellschaft', 'Klimawandel', 'Distribution', 'Produktion', 'Politik']"
786,is-moana-ok-to-show-in-us-schools-given-the-religious-depictions-30320,"['Moana', 'Movies', 'Religion', '1stAmendment', 'PublicEducation', 'Pantheism']"
787,should-lgbtq+-campaigning-use-the-narrative-that-lgbtq+-people-are-born-this-way-2219,"['Gender', 'Sexuality', 'Ethics', 'LGBTQ']"
788,concerning-vehicles-are-ethanol-engines-better-for-the-environment-than-electrification-51598,"['Vehicles', 'Carbon', 'Ethanol', 'Electrification', 'Battery', 'Fuel']"
789,should-voters-in-the-uk-have-a-final-vote-on-the-brexit-deal-10250,"['Brexit', 'Referendum', 'UK']"
790,should-parents-perpetuate-myths-like-santa-claus-and-the-easter-bunny-to-their-children-32205,"['Christmas', 'Easter', 'Society', 'Parenting', 'Parenthood']"
791,are-free-markets-better-for-humans-than-regulated-markets-7841,"['Economics', 'Politics', 'Society', 'Liberty', 'Markets']"
792,the-government-should-be-mandated-to-provide-people-with-a-boyfriend-or-a-girlfriend-35855,"['Relationship', 'Politics', 'Philosophy']"
793,should-sex-work-be-legal-1413,"['Law', 'Women', 'Sex', 'Feminism', 'Equality']"
794,should-hpv-vaccines-be-provided-free-for-everyone-15695,"['Ethics', 'Sex', 'Medicine', 'Children', 'Health']"
795,is-communism-actually-viable-in-the-usa-16083,"['Politics', 'USA', 'Economics', 'Government', 'Society', 'America']"
796,should-kashmir-be-an-independent-state-24278,"['India', 'Pakistan', 'Politics', 'War']"
797,can-man-and-all-heavenly-beings-belong-to-the-same-species-as-god-55827,"['Religion', 'God', 'Christianity', 'Belief', 'Consciousness', 'Philosophy']"
798,should-school-be-mandatory-until-12th-grade-23318,"['Government', 'Politics', 'School', 'Education', 'Children']"
799,should-abortion-of-disabled-fetuses-be-allowed-for-the-reason-that-the-fetus-is-disabled-32097,"['Abortion', 'Disability', 'HumanRights', 'Parenthood', 'Children', 'Fetus']"
800,personal-and-social-implications-of-fomo-the-fear-of-missing-out-64194,['Psychology']
801,amazon-isen-61607,['Amazon']
802,are-human-activities-primarily-responsible-for-global-warming-56207,"['Globalwarming', 'Environemnt']"
803,should-media-organizations-be-penalized-for-spreading-fake-news-5848,"['News', 'Law', 'Science', 'Politics', 'Media']"
804,should-we-automatically-increase-regulation-as-the-economy-does-better-and-vice-versa-57908,"['Environment', 'Regulation', 'Economy']"
805,is-it-important-to-get-a-college-education-30858,"['Education', 'School', 'College']"
806,are-the-hunter-biden-emails-as-released-by-the-new-york-post-authentic-41503,"['Politics', 'Technology', 'Biden', 'USA', 'Hunter']"
807,ukraine-should-become-a-member-of-eu-57400,"['EU', 'Politics', 'Ukraine', 'Geopolitics']"
808,how-should-we-characterize-the-overthrow-of-yanukovich-in-2014-58951,"['Ukraine', 'Politics']"
809,one-should-vote-yes-on-prop-22-41159,"['California', 'Politics', 'Uber', 'Lyft', 'Apps']"
810,our-perception-as-humans-is-not-necessarily-the-same-as-any-other-human-30317,"['Humans', 'Senses', 'Consciousness']"
811,can-men-and-women-be-just-friends-37741,"['Relationships', 'Friends', 'Love', 'Sex']"
812,should-dating-apps-allow-users-to-filter-on-the-basis-of-race-38136,"['Race', 'Relationships', 'Society', 'Technology']"
813,¿para-o-contra-la-implementación-de-un-idioma-universal-19385,"['Idioma', 'Nacionalidad', 'Comunicación', 'Lengua']"
814,is-being-asexualaromantic-inherently-under-the-lgbt+-umbrella-29608,"['LGBTQ', 'Gender', 'SocialJustice', 'Equality']"
815,should-vaping-be-banned-39535,"['Vaping', 'Smoking', 'Health', 'Technology', 'Tobacco', 'Drugs']"
816,free-speech-on-the-internet-should-internet-companies-deny-service-to-white-supremacists-2867,"['FreeSpeech', 'WhiteSupremacy', 'NoPlatforming', 'Politics', 'USA', 'Law', 'Ethics']"
817,will-the-future-be-better-than-the-present-24172,"['Future', 'Technology', 'Society']"
818,should-religion-be-allowed-in-public-spaces-22421,"['Religion', 'Secularism', 'Freedom', 'Public']"
819,the-usa-will-continue-to-have-an-automobile-based-transportation-system-for-the-next-200-years-59220,"['Automobile', 'Future', 'Planning', 'Transportation', 'Design']"
820,should-we-have-a-100%-inheritance-tax-444,"['EconomicInequality', 'Politics', 'Economics', 'Taxation']"
821,does-tiger-parenting-do-more-harm-than-good-22035,"['Parenting', 'Ethics', 'Children', 'Education']"
822,should-the-idea-of-“countries”-be-abolished-64023,"['Countries', 'Country', 'Sovereignty', 'Borders', 'Abolish']"
823,does-transgenderism-exist-18381,"['Transgender', 'Gender', 'Sex']"
824,should-we-get-rid-of-paper-money-48195,"['Money', 'Economy', 'Debate']"
825,can-creativity-be-enhanced-by-technology-57196,"['Creativity', 'Technology', 'Technologies', 'Humans']"
826,mark-twain-used-the-n-word-in-the-adventures-of-huckleberry-finn-should-it-be-censored-1926,"['USA', 'Slavery', 'Censorship', 'Race', 'Education', 'America']"
827,what-is-the-best-game-in-the-halo-franchise-39685,"['Halo', 'Gaming', 'Games', 'Xbox']"
828,does-mass-legal-immigration-hurt-america-64336,"['Immigration', 'America', 'UnitedStates', 'Politics']"
829,should-india-take-a-conciliatory-stance-with-canada-over-the-alleged-murder-of-hardeep-singh-nijjar-64042,"['India', 'Canada', 'IR', 'Politics', 'Terrorism', 'Seperatists']"
830,what-is-the-best-method-for-solving-a-rubiks-cube-18150,['Cubing']
831,is-the-collapse-of-the-silicon-valley-bank-the-start-of-a-banking-crisis-62084,"['Bank', 'Crisis', 'Finance', 'Technology']"
832,which-political-party-is-best-for-america-32876,"['Politics', 'USA', 'Democrats', 'Republicans', 'Elections', 'America']"
833,will-we-ever-have-world-peace-41566,"['SocialJustice', 'World', 'Happiness']"
834,are-teacher-and-student-relationships-wrong-39205,"['HumanRights', 'Politics', 'Relationships']"
835,is-having-children-a-bad-idea-in-todays-times-13236,"['Environment', 'Children', 'Humans', 'ClimateChange', 'Poverty', 'Economics']"
836,should-the-united-states-have-universal-basic-income-53298,"['Politics', 'Welfare', 'People']"
837,does-gender-stereotyping-children-need-to-stop-18429,"['Society', 'Gender', 'Children', 'Equality', 'EqualOpportunity']"
838,should-all-inheritance-be-seized-by-the-state-and-auctioned-61939,"['Money', 'Taxation', 'Taxes', 'Tax', 'Inheritance']"
839,should-the-us-remove-confederate-memorials-flags-and-monuments-from-public-spaces-2408,"['Politics', 'Ethics', 'USA', 'History', 'Monuments', 'CurrentEvents', 'Statues']"
840,separación-de-la-iglesia-y-la-escuela-en-república-dominicana-46957,"['Religion', 'Dominican', 'Republicans', 'Republica', 'Dominicana', 'Educación']"
841,is-christian-domestic-discipline-right-and-is-it-what-the-bible-really-suggests-37485,"['Ethics', 'Christianity', 'Religion', 'Relationship', 'Bible', 'God']"
842,is-porn-beneficial-6466,"['Sex', 'Morality', 'Health', 'Entertainment', 'Gender']"
843,is-love-positive-and-necessary-for-all-humans-13365,"['Philosophy', 'Life', 'Relationships']"
844,will-covid19-bring-lasting-environmental-changes-34939,"['Climate', 'Environment', 'Coronavirus', 'Covid19']"
845,is-saying-#alllivesmatter-instead-of-#blacklivesmatter-better-11037,"['Ethics', 'AfricanAmericans', 'Race', 'Racism']"
846,should-religious-education-be-compulsory-in-public-schools-14956,"['Ethics', 'Education', 'School', 'Children', 'Religion']"
847,should-psychiatrists-be-allowed-to-diagnose-trump-16244,"['Trump', 'USA', 'Politics', 'Psychology', 'Ethics', 'Government']"
848,how-should-europe-deal-with-refugees-from-africa-and-the-nearmiddle-east-946,"['Refugees', 'Politics', 'Europe']"
849,should-quebec-become-independent-6980,"['Politics', 'Law', 'World']"
850,is-cancel-culture-beneficial-to-society-39515,"['Society', 'Culture', 'Media']"
851,all-us-and-eu-sanctions-imposed-on-russia-since-2014-should-be-lifted-25506,"['Russia', 'US', 'EU', 'Politics', 'Europe']"
852,should-trump-be-impeached-and-removed-from-office-5601,"['Politics', 'Trump', 'Ethics', 'USA']"
853,is-deliberately-not-preventing-someones-death-ethically-equivalent-to-killing-them-27064,"['Philosophy', 'Medicine', 'Morality', 'Ethics']"
854,should-a-global-curfew-be-introduced-to-stop-covid-19-34523,"['Coronavirus', 'COVID-19']"
855,is-the-state-necessary-and-beneficial-to-society-18597,"['Politics', 'Society', 'Government']"
856,homosexuality-should-it-be-legal-30551,"['Homosexuality', 'Political']"
857,should-same-sex-marriage-be-legalised-in-australia-3353,"['Law', 'Australia', 'Gender', 'Politics']"
858,should-humans-prefer-cats-over-dogs-31829,"['Subjectivity', 'Cats', 'Dogs', 'Animals', 'Pets']"
859,periodic-lockdowns-should-be-planned-as-emergency-measures-to-fight-climate-change-36808,"['Lockdown', 'ClimateChange']"
860,what-is-the-best-way-to-learn-48142,"['Education', 'Learning', 'Student', 'Advice', 'Self-growth']"
861,governments-should-allow-people-to-use-education-taxes-as-vouchers-for-private-schools-19153,"['USA', 'Government', 'Society']"
862,banning-semi-automatic-assault-style-rifles-will-do-nothing-to-reduce-gun-violence-55553,"['Guns', 'GunLaw', 'Politics', 'USA']"
863,the-libertarian-solution-can-people-govern-themselves-12278,"['Libertarian', 'Government', 'Freedom', 'Capitalism', 'Politics']"
864,should-graphic-warning-images-be-removed-from-cigarette-packaging-1383,"['Smoking', 'Politics', 'EU', 'Europe']"
865,does-homophobia-originate-in-gender-inequality-41695,"['LGBTQ', 'Feminism', 'Religion', 'Psychology', 'Sociology', 'Gay']"
866,coolest-superhero-power-for-real-life-29271,"['SciFi', 'Comics', 'Marvel', 'Fandom', 'Superheroes', 'Entertainment']"
867,which-is-the-coolest-sci-fi-weapon-14232,"['Science', 'Entertainment', 'Space', 'SciFi', 'ScienceFiction']"
868,should-scientific-studies-be-available-free-of-charge-44009,"['Science', 'Studies', 'Information']"
869,who-was-jesus-of-nazareth-27023,"['Religion', 'History', 'Christianity']"
870,should-hasina-resign-in-light-of-the-bangladesh-protests-63675,"['Bangladesh', 'Protests', 'Politics', 'Advocacy']"
871,is-mail-in-voting-the-best-way-to-vote-in-us-elections-40327,"['Voting', 'Vote', 'Elections']"
872,should-scientists-be-evaluated-by-the-number-of-their-scientific-papers-and-citations-35161,"['Science', 'Journals', 'Academia', 'Fakenews', 'Fraud']"
873,does-it-make-sense-to-change-indias-official-name-to-bharat-64328,"['India', 'Politics']"
874,should-the-government-provide-funding-for-arts-programs-9563,"['Art', 'Government', 'Economics', 'Education']"
875,would-teleportation-be-beneficial-if-it-existed-29262,"['Information', 'Limitation', 'Ethics', 'Future', 'Technology', 'SciFi']"
876,should-covid-19-vaccines-be-mandatory-39517,"['Coronavirus', 'COVID-19', 'Vaccines']"
877,how-can-truth-be-salvaged-in-an-era-of-post-truth-politics-52094,"['Philosophy', 'Postmodernism', 'History', 'Science', 'Society', 'Sociology']"
878,should-the-us-forgive-student-loan-debt-for-all-10154,"['Society', 'Politics', 'Education', 'Economics', 'USA']"
879,can-anything-be-proven-without-assumption-31639,"['Philosophy', 'Truth', 'CriticalThinking']"
880,are-electric-cars-bad-for-the-environment-50734,"['Enviroment', 'Cars', 'Renewables']"
881,should-hate-speech-be-illegal-6148,"['Politics', 'Law', 'Ethics', 'FreeSpeech', 'Freedom', 'HumanRights']"
882,does-the-us-need-to-fix-its-patenting-system-10240,"['Patent', 'Law', 'IP', 'USA', 'Technology']"
883,should-australia-become-a-republic-7584,"['Politics', 'Australia', 'Republic']"
884,are-the-rules-of-the-us-criminal-justice-system-fair-15002,"['Law', 'Government', 'Ethics', 'Society', 'Policy']"
885,social-media-sites-should-prioritise-posts-and-accounts-that-raise-awareness-on-the-israel-palestine-conflict-64240,"['SocialMedia', 'Israel', 'Palestine', 'News', 'Conflict']"
886,is-science-akin-to-religion-32184,"['Science', 'Religion', 'Faith']"
887,are-we-becoming-increasingly-more-intelligent-than-previous-generations-35336,"['Intelligence', 'IQ', 'Flynn', 'Effect']"
888,which-one-is-more-accurate-rationalism-or-empiricism-18944,"['Philosophy', 'Epistemology', 'Rationality']"
889,how-heavily-should-governments-enforce-regulations-51567,"['Politics', 'UnitedStates', 'Constitution', 'Rights', 'Philosophy']"
890,should-china-pay-reparations-for-the-spread-of-coronavirus-36403,"['Coronavirus', 'Pandemic', 'China']"
891,transparent-ai-61142,"['AI', 'Transparency']"
892,is-the-principle-of-pet-ownership-vegan-37726,"['Ethics', 'Animals', 'Equality']"
893,should-neopronouns-be-officially-integrated-into-the-english-language-64055,"['Gender', 'Ethics', 'Language', 'LGBTQ']"
894,does-pastafarianism-deserve-the-same-rights-as-other-religions-18098,"['Religion', 'Philosophy', 'Ethics', 'Atheism', 'Secularism']"
895,is-killing-vampires-immoral-4839,"['Ethics', 'Fandom', 'Morality', 'Entertainment']"
896,should-western-nations-roll-back-all-personnel-and-aid-from-niger-following-the-coup-63663,"['Niger', 'Africa', 'Europe', 'Coup', 'Military', 'Democracy']"
897,should-weed-be-legalized-49943,"['Weed', 'Laws', 'Legal', 'Illigal']"
898,does-society-benefit-from-religious-belief-and-practice-53698,"['Religion', 'Ideology', 'Society']"
899,is-it-ethical-to-design-and-build-weapons-of-war-29969,"['Weapons', 'Engineering', 'Technology', 'Military', 'War', 'Ethics']"
900,what-is-the-safest-position-to-hold-if-we-cant-know-if-procreation-is-moral-53361,"['Antinatalism', 'Procreation', 'Children', 'Pregnancy', 'Birth', 'Natalism']"
901,are-modern-democracies-destined-to-fail-due-to-their-inherent-weaknesses-26330,"['Democracy', 'Government', 'Politics', 'Nations']"
902,should-people-in-positions-of-authority-resign-when-accused-of-sexual-assault-25981,"['Justice', 'Ethics', 'Politics', 'Society', 'Sex']"
903,the-republic-of-ireland-should-maintain-its-status-of-being-a-militarily-neutral-country-63385,"['Ireland', 'Neutrality', 'Peace', 'War']"
904,is-standardized-testing-an-effective-measure-of-student-learning-in-schools-63967,"['Schools', 'School', 'Test', 'Testing', 'Education']"
905,climate-change-54627,"['Climate-Change', 'Ecology', 'Environment', 'Economy', 'Pollution', 'Fossil_fuel']"
906,bruciare-i-libri-sacri-64154,"['Religione', 'Libertà', 'Espressione', 'Democrazia', 'Ateismo']"
907,la-unión-europea-debería-convertirse-en-los-estados-unidos-de-europa-28084,"['Thistimeimvoting', 'Europa', 'Política']"
908,does-islam-show-miraculous-signs-of-the-divine-reality-49453,"['Islam', 'Religion', 'Philosophy', 'Truth', 'Quran', 'Hadith']"
909,the-age-restriction-on-being-able-to-run-for-president-should-be-lowered-40667,"['Age', 'Old', 'President', 'Lowered']"
910,is-stealing-ever-acceptable-14447,"['Justice', 'Ethics', 'Society', 'Poverty', 'Morality', 'Law']"
911,are-ghosts-real-23956,"['Philosophy', 'Science', 'Religion']"
912,should-dogs-be-banned-in-cities-13173,"['Law', 'Animals', 'Society']"
913,should-tv-showsmovies-be-realistic-to-real-life-60023,"['Television', 'TV', 'Shows', 'Film', 'Society', 'Problem']"
914,what-color-is-nothing-55070,['Questionsoflife']
915,should-investors-incorporate-climate-change-in-their-decisions-54833,"['Investments', 'Climate-Change', 'Co2', 'GHG', 'Finance', 'Greenwashing']"
916,are-women-too-anxious-about-the-world-or-is-the-world-too-dangerous-for-women-52092,"['Feminism', 'Women']"
917,should-university-professors-focus-on-helping-failing-students-51729,"['Education', 'Teaching', 'Pedagogy', 'University']"
918,personal-data-monetisation-48867,"['Data', 'Economy', 'Law', 'Privacy', 'Mydata']"
919,who-is-the-ultimate-fighting-hero-from-any-fandom-8857,"['Society', 'Superhero', 'Film', 'Comics', 'TV', 'Entertainment']"
920,can-teaching-textbooks-be-replaced-by-online-resources-15106,"['Education', 'Technology', 'USA']"
921,should-we-allow-the-state-to-discriminate-based-on-race-ca-prop-16-repeal-prop-209-affirmative-action-amendment-38511,"['Racism', 'Discrimination', 'AffirmativeAction', 'Politics', 'California', 'Blacklivesmatter']"
922,welche-möglichkeiten-der-energiewende-haben-wir-57240,"['Energiewende', 'Klimakrise', 'Co2', 'ErneuerbareEnergien', 'FossileEnergien']"
923,what-is-the-relationship-between-gods-sovereignty-and-mans-free-will-44993,"['FreeWill', 'Determinism', 'Calvinism', 'Arminianism', 'Opentheism', 'Molinism']"
924,are-american-suburbs-harmful-59981,"['City', 'Urbanization']"
925,should-the-united-states-federal-government-should-substantially-increase-its-military-presence-in-the-arctic-63901,"['Arctic', 'Military', 'USA', 'ForeignPolicy']"
926,should-the-nhs-be-privatised-30281,"['Health', 'UK', 'Privatization']"
927,should-gender-and-sexuality-topics-be-discussed-in-public-schools-63821,"['Sexuality', 'GenderTheory', 'Education', 'Gender']"
928,is-fascism-a-moral-good-43100,"['Philosophy', 'Capitalism', 'Socialism', 'Politics', 'Ethics', 'Government']"
929,what-defines-a-true-follower-of-a-religion-39518,"['Religion', 'Ethics', 'Philosophy']"
930,there-should-be-a-5-pounddollar-fine-every-time-you-drive-64052,"['Emissions', 'ClimateChange', 'Fossil_fuel', 'Enviroment', 'Money']"
931,sortition-is-better-than-representation-16420,"['Politics', 'Policy', 'Government']"
932,do-statements-exist-that-are-both-true-and-false-51843,"['Philosophy', 'Truth', 'Logic', 'Contradiction']"
933,should-esperanto-be-adopted-internationally-7600,"['Education', 'Society', 'Literature', 'Culture']"
934,should-macron-resign-following-the-nationwide-protests-in-2023-63481,"['France', 'Politics', 'Police', 'Macron']"
935,what-is-the-best-disney-tv-show-60955,"['Jeesie', 'Bunked', 'Austinandalley', 'Thatssoraven', 'Disney', 'TV']"
936,should-turkey-acknowledge-the-armenian-genocide-33105,"['War', 'Turkey', 'Justice', 'History']"
937,should-we-judge-the-quality-of-artwork-based-on-the-conduct-of-the-artist-5292,"['Art', 'Artists', 'Topical', 'Ethics']"
938,can-the-earth-be-under-10000-years-old-10278,"['Science', 'Religion', 'Geology', 'Philosophy']"
939,is-alcoholism-a-disease-21101,"['Health', 'Disease', 'Psychology', 'Drugs', 'Society']"
940,should-employers-be-legally-allowed-to-fire-employees-because-of-their-social-media-activity-30074,"['Retail', 'Ethics', 'Walmart', 'Fired', 'Loss', 'Jobs']"
941,popularity-contest-type-voting-for-america-63959,"['Politics', 'Political', 'Voting', 'America', 'AmericanPolitics']"
942,do-all-or-most-white-americans-experience-privilege-4971,"['Politics', 'Ethics', 'USA', 'Race']"
943,is-it-unethical-to-declaw-a-cat-63594,['Cats']
944,should-every-country-be-ethno-nationalist-6116,"['Politics', 'Ethics', 'Culture', 'Identity']"
945,the-us-should-adopt-a-carbon-fee-and-dividend-plan-to-address-the-primary-cause-of-climate-change-30792,['ClimateChange']
946,should-physical-libraries-be-digitized-24424,"['Literature', 'Internet', 'Technology']"
947,should-the-us-stop-trying-to-force-north-korea-to-abandon-its-nuclear-program-2853,"['NorthKorea', 'USA', 'Politics', 'NuclearWeapons']"
948,would-capitalism-abolish-democracy-18264,"['Economics', 'Philosophy']"
949,is-discipline-necessary-in-education-45118,['Education']
950,is-spanking-a-child-abusive-6194,"['Parenting', 'Ethics', 'Children']"
951,what-is-the-best-measure-to-decrease-climate-change-31294,"['ClimateChange', 'SocialJustice', 'Future', 'Science', 'Problemsolving', 'Environment']"
952,is-wikipedia-a-reliable-source-of-information-34335,"['Wikipedia', 'Internet', 'Information', 'Knowledge', 'Academia']"
953,are-programs-like-alcoholics-anonymous-the-best-way-to-battle-addiction-30247,"['Drugs', 'Addiction']"
954,how-can-prejudice-against-minority-sexual-orientations-and-gender-identities-be-reduced-51324,"['LGBTQ', 'Education', 'Feminism', 'Philosophy', 'Sociology', 'Society']"
955,is-the-adam-and-eve-story-scientifically-plausible-50879,"['Science', 'Biology', 'Creationism', 'Evolution', 'Religion', 'Bible']"
956,should-the-death-penalty-be-implemented-for-terrorism-30999,"['Death', 'Crimes', 'Punishment', 'Globalization', 'Judgment']"
957,is-skateboarding-a-sport-62155,"['Skateboarding', 'Sports']"
958,the-greek-airforce-is-amongst-the-best-in-the-world-34185,"['Airforce', 'War', 'Pilot']"
959,were-the-tokyo-and-nuremberg-trials-victors-justice-39534,"['WW2', 'Justice', 'War', 'History']"
960,should-puerto-rico-become-an-american-state-43078,"['Puertorico', 'Politics', 'States', 'USA', 'AmericanPolitics', 'Constitution']"
961,presidential-debates-should-include-writing-prompts-55649,"['Politics', 'President', 'Debate', 'Voting', 'Democracy', 'Information']"
962,gardens-do-not-need-chemicals-54183,['Chemicals']
963,should-creators-of-movies-and-tv-shows-cater-to-their-fans-16680,"['Art', 'Fandom', 'Culture']"
964,keeping-secrets-is-unethical-62671,"['Ethics', 'Philosohy']"
965,tourism-to-north-korea-should-be-banned-2160,"['NorthKorea', 'Tourism', 'USA', 'Ban']"
966,warum-gibt-es-leid-auf-der-welt-wenn-es-einen-liebenden-allmächtigen-gott-gibt-43228,"['Gott', 'Godfather', 'Gods', 'Belief', 'Glaube']"
967,kialo-should-separate-voting-into-relevance-and-veracity-of-claim-20564,"['Meta', 'Superset', 'Esoteric', 'Kialo']"
968,should-china-pakistan-bangladesh-nepal-and-india-become-united-62628,"['@Unity', '@Politics']"
969,should-president-biden-forgive-all-us-student-debt-63097,"['USA', 'Education', 'Biden', 'Student', 'Debt', 'Society']"
970,are-farmers-paid-enough-for-their-work-59082,"['Farm', 'Farmer', 'Income', 'Agriculture', 'Foodsystems', 'Environment']"
971,should-we-increase-the-number-of-votes-for-people-who-pay-more-taxes-4608,"['Money', 'Equality', 'Elections', 'Politics', 'Taxation', 'Taxes']"
972,menstrual-products-should-be-free-60208,"['Women', 'Body', 'Personal', 'Period', 'Access']"
973,should-we-ban-symbols-of-communist-regimes-4950,"['Society', 'Government']"
974,should-shame-have-a-place-in-a-properly-functioning-society-33113,"['Shame', 'Guilt', 'Society', 'Wellness']"
975,is-globalisation-good-61657,['Globalisation']
976,les-solutions-de-lutte-contre-le-dérèglement-climatique-63837,"['EnR', 'Climat', 'Écologie', 'Planète', 'Gouvernement', 'Energie']"
977,is-traveling-worthwhile-30088,"['Tourism', 'Travel', 'World']"
978,how-should-the-us-government-make-better-contributions-towards-science-47646,"['Science', 'America', 'USA', 'Government', 'Regulation']"
979,can-evolutionary-ethics-provide-a-sufficient-explanation-of-our-moral-experience-31760,"['Philosophy', 'Science', 'Morals', 'Evolution']"
980,is-taxation-theft-7734,"['Ethics', 'Money', 'Liberty']"
981,should-we-use-calculators-in-every-math-class-17642,"['Math', 'Mathematics', 'Class', 'MathClass']"
982,should-stem-degrees-be-free-13269,"['Science', 'Education', 'Technology']"
983,bitcoin-will-become-global-reserve-currency-9855,"['Bitcoin', 'Technology', 'Money', 'Blockchain', 'Cryptocurrency', 'Crypto']"
984,did-frank-d-roosevelt-save-capitalism-13322,"['Politics', 'History', 'Economics', 'America', 'Capitalism']"
985,is-the-minimum-wage-good-for-the-economy-overall-3171,"['Economics', 'Society', 'Government', 'Money']"
986,which-anime-is-the-best-58126,['Anime']
987,does-islam-support-slavery-51173,"['Quran', 'Hadith', 'Religion', 'Islam', 'Allah']"
988,should-the-date-of-australia-day-be-changed-8674,"['Australia', 'Equality', 'Politics', 'Culture']"
989,do-electronic-devices-help-or-hurt-childrens-development-15819,"['Technology', 'Education', 'EdTech', 'Biology', 'Sociology', 'Development', 'Children', 'Internet']"
990,should-organ-donation-be-mandatory-9980,"['Health', 'Ethics', 'Law', 'HumanRights']"
991,should-judges-be-elected-or-appointed-13672,"['Justice', 'Law', 'USA', 'Government', 'Courts', 'America']"
992,education-for-sustainable-development-56276,"['Education', 'Sustainability', 'Environment']"
993,should-we-let-ai-artificial-intelligence-take-decisions-for-us-humans-61525,['AI']
994,are-leggings-pants-6465,"['Clothing', 'Women', 'Fashion']"
995,las-matemáticas-son-divertidas-41323,['Matemáticas']
996,does-islam-need-a-reform-to-be-compatible-with-the-modern-world-7776,"['Religion', 'Islam', 'Faith']"
997,will-inflation-come-under-control-in-2023-63302,"['Inflation', 'Economics', 'Prices', 'Hardship', '2023']"
